longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_code
-1.0337505413966794,0.5283311252004994,-1.100240301276746,-0.20018996962691268,-0.4240089165412664,-0.24402452286265078,-0.4401570058417639,0.49275951749216335,0.17875414831728756,0.9203688778531434
1.6519204321202074,-0.7079327245980465,0.6473676908521797,-0.9840520662997324,-1.0112764141062816,-1.1039454027561286,-1.1424871172826705,-0.07119566726313103,-1.2231092494050109,-0.0594145919728966
-1.2434125876563553,0.7952517291342764,0.48849423702227734,-0.6595088175335276,-0.8343886136348914,-0.8119639859807035,-0.841858730097633,1.8445194770554765,2.541210411413911,0.9203688778531434
-1.4031550990923074,0.982564433649207,1.8389185945764475,-1.1309980372688753,-1.2117492546405237,-1.23480292795731,-1.2254190861613015,3.360601304163392,0.1570803171836713,-1.6795289908978446
0.5986182473394231,-0.7266639950495392,-0.06756285138238087,0.6156756974103522,1.9203440657062238,0.33370699996433384,1.8663883785951614,-0.6790439641783628,0.5723509217037585,0.9203688778531434
0.6535297356455302,-0.8484172529842469,-0.06756285138238087,-0.21776939560174877,-0.2895741881830099,0.17703404462142278,-0.18358622712349917,0.25670859301230825,-0.05532322792576783,0.9203688778531434
1.2226124326360965,-1.3541615551745603,-0.46474648595713675,0.6147741883860017,1.5193983846377397,0.558034186023502,1.6331422161240117,-0.9163097401379752,-0.6231776036265133,-1.5461726356121854
-0.32988510038202645,1.8863482329337498,0.8856778715970333,-0.8767724924020147,-0.9641063339805775,-0.9962327459578773,-1.0103142918823522,-0.7930815443869121,-1.2517187065013842,-0.0594145919728966
-1.3033160294448383,0.8467627228758823,-0.8619301205318927,-0.45035872388419557,-0.2919326921892951,-0.5084101350038133,-0.157669986848927,0.6545460428181414,2.2343002930294515,-1.5461726356121854
-0.8540402160312377,1.0809036035195463,1.8389185945764475,-1.1395623730002056,-1.0820315342948377,-1.11907858594266,-1.1580368614474137,-1.62277228543179,-1.5985000046392441,-0.0594145919728966
-0.619418402359682,0.8748596285531197,-0.9413668474468438,-0.4377375975432876,-0.6716518372012125,-0.6125620428169984,-0.6371204319285126,0.2875024370426854,-0.35615600406036124,-0.0594145919728966
-1.1385815645265174,0.7624720058441634,-0.7824933936169415,-0.35299574925433413,-0.6362742771069345,-0.49683770080234824,-0.5904711994342826,0.9242958909538808,0.6295698358965053,0.9203688778531434
0.8082802935991062,-0.7032499069851741,-1.5768606627664532,-0.7789587632599779,-0.7801430214903318,-0.7167139506301836,-0.7926178735759458,0.043528568129629096,-0.2365164562027996,-0.0594145919728966
-0.8091126346898755,1.4180664716464217,-0.22643630521228322,-0.49092662997997116,-0.5914627009875156,-0.5796251147051364,-0.5204973506929377,-0.4667618729981127,-0.7931004397140646,-0.0594145919728966
0.8332400610109718,-0.913976699564473,0.09131060244752148,0.031047095119008265,-0.26363064411387266,-0.12028849563160168,-0.1991359712882425,0.7487234423141319,0.19609321322418055,0.9203688778531434
0.6485377821631542,-0.7219811774366669,1.600608413831594,-0.3913098827892333,-0.16693197985617939,-0.3188002515490402,-0.16026161087638421,-0.4057552008624599,0.03483990959007573,0.9203688778531434
-1.3382597038214556,1.0574895154551778,1.8389185945764475,-0.3191891608411878,-0.6103307330377973,-0.6401578474512611,-0.5490052149949671,2.124621972583933,1.3040594607746427,-1.6795289908978446
0.8382320144933406,-0.8437344353713712,0.17074732936247267,-0.2669016374288548,-0.1645734758498942,0.08890550724103528,-0.11879562643706869,-0.17488060007896342,-0.16889410306591693,0.9203688778531434
-1.323283843374335,1.1324145972611521,1.8389185945764475,-0.5792745143663269,-0.6409912851195049,-0.8315481053985674,-0.6293455598461409,-0.39033186903249406,-0.3102074820570948,-1.6795289908978446
-1.4480826804336695,0.9685159808105867,0.0118738755325703,-0.7154023770432628,-0.9145777498485883,-0.8627046590178963,-0.901466082729149,1.1957359672353696,1.8268322677174664,-1.5461726356121854
-1.2783562620329727,0.8467627228758823,1.8389185945764475,0.5435549754623067,-0.0018366994162152973,-0.029489396512414574,0.10408403992425219,2.1131601129705677,2.541210411413911,-1.6795289908978446
1.3124675953188139,-1.3354302847230675,-0.7824933936169415,3.9467515423857047,6.02649954064876,5.1220241976320535,6.233274864860577,-0.9673335022877939,-0.7254780865771819,0.9203688778531434
